------------------------------------------------
gPROMS Parameter Estimation
------------------------------------------------


Estimation Name                   :  my_model
Final Optimisation Status         :  Optimal Solution Found
Objective function                :  -9400.61
    Constant term                 :  3528.72
    Variance term                 :  -14849.3
    Least squares term            :  1919.92

Statistical Analysis:
=====================

Estimated Parameters:
---------------------
                                Final         Lower      Upper   95% Conf.  95%       Standard
Parameter                       Value         Bound      Bound   Interval   t-value   Deviation
------------

Experimental Settings:
----------------------

Experiment   1:   my_model
---------------

Intervals:
----------
Interval # 1   4.11459 

Measurements:
-------------

Measured Variable  Flowsheet.my_model.C(1)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.041239983 0.015142767  0.0260972    63.2813 0.0209212    1.24741
  0.60537  0.04265612  0.01903983  0.0236163    55.3644 0.0209212    1.12882
 0.882454 0.034741973 0.021208018   0.013534    38.9556 0.0209212   0.646903
  1.13127 0.038591494  0.02334659  0.0152449    39.5033 0.0209212   0.728684
  1.62133  0.04081782 0.028144106  0.0126737    31.0495 0.0209212   0.605785
  1.88954 0.041769966 0.031128122  0.0106418    25.4773 0.0209212   0.508664
  2.65664 0.045061424 0.041222923  0.0038385    8.51837 0.0209212   0.183475
  3.14613 0.050580746 0.048971564 0.00160918    3.18141 0.0209212  0.0769165
  3.60816    0.059193 0.057261645 0.00193136    3.26281 0.0209212  0.0923159
  4.11459 0.054591616 0.067422112 -0.0128305   -23.5027 0.0209212  -0.613279

Measured Variable  Flowsheet.my_model.C(2)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value    Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
0.0238889  0.02586006 0.015121534    0.0107385    41.5255 0.0209212   0.513285
  0.60537 0.026962619 0.018378013   0.00858461    31.8389 0.0209212   0.410331
 0.882454 0.019386736 0.020143497 -0.000756761    -3.9035 0.0209212  -0.036172
  1.13127 0.023491853  0.02185551   0.00163634    6.96558 0.0209212  0.0782148
  1.62133 0.027440977 0.025599549   0.00184143    6.71051 0.0209212  0.0880175
  1.88954 0.028885943 0.027867081   0.00101886    3.52719 0.0209212  0.0487001
  2.65664 0.032363115  0.03523302   -0.0028699   -8.86783 0.0209212  -0.137177
  3.14613 0.038915127 0.040603086  -0.00168796   -4.33754 0.0209212 -0.0806819
  3.60816 0.049658943 0.046106076   0.00355287    7.15454 0.0209212   0.169822
  4.11459  0.04793604 0.052544112  -0.00460807   -9.61296 0.0209212  -0.220259

Measured Variable  Flowsheet.my_model.C(3)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value    Deviation %Deviation    StdDev  Dev/StdDev
-------------------------------------------------------------------------------
0.0238889 0.025109638 0.015140275   0.00996936    39.7033 0.0209212    0.476521
  0.60537  0.02543887 0.018958928   0.00647994    25.4726 0.0209212    0.309732
 0.882454 0.018182248 0.021073972  -0.00289172   -15.9041 0.0209212    -0.13822
  1.13127 0.022350161 0.023152843 -0.000802682   -3.59139 0.0209212   -0.038367
  1.62133 0.027613205 0.027789084 -0.000175878  -0.636936 0.0209212 -0.00840673
  1.88954 0.030160943 0.030653598 -0.000492655   -1.63342 0.0209212  -0.0235482
  2.65664 0.039241686 0.040236603 -0.000994917   -2.53536 0.0209212  -0.0475556
  3.14613 0.048492254 0.047482972   0.00100928    2.08133 0.0209212   0.0482422
  3.60816  0.05998391 0.055133719   0.00485019    8.08582 0.0209212    0.231832
  4.11459 0.058319395 0.064370598   -0.0060512    -10.376 0.0209212   -0.289238

Measured Variable  Flowsheet.my_model.C(4)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.041524585 0.015189884  0.0263347    63.4195 0.0209212    1.25876
  0.60537 0.041985661 0.020573416  0.0214122    50.9989 0.0209212    1.02347
 0.882454  0.03490924 0.023714442  0.0111948    32.0683 0.0209212   0.535095
  1.13127 0.039452595 0.026900774  0.0125518    31.8149 0.0209212   0.599958
  1.62133 0.045776877 0.034325495  0.0114514    25.0156 0.0209212   0.547359
  1.88954 0.049116436 0.039108988  0.0100074    20.3749 0.0209212   0.478341
  2.65664 0.061972092 0.056015462 0.00595663    9.61179 0.0209212   0.284718
  3.14613 0.073396788 0.069558208 0.00383858     5.2299 0.0209212   0.183478
  3.60816 0.087607585 0.084416465 0.00319112    3.64252 0.0209212   0.152531
  4.11459 0.089219286  0.10296456 -0.0137453   -15.4062 0.0209212  -0.657003

Measured Variable  Flowsheet.my_model.C(5)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.033568763 0.015156623  0.0184121     54.849 0.0209212   0.880073
  0.60537 0.033885925 0.019475991  0.0144099    42.5248 0.0209212   0.688773
 0.882454  0.02714744 0.021907725 0.00523972     19.301 0.0209212   0.250451
  1.13127 0.031399965 0.024320893 0.00707907    22.5448 0.0209212   0.338369
  1.62133 0.037525999 0.029772862 0.00775314    20.6607 0.0209212   0.370588
  1.88954 0.039987399 0.033182419 0.00680498    17.0178 0.0209212   0.325268
  2.65664 0.048145049 0.044764507 0.00338054    7.02158 0.0209212   0.161585
  3.14613 0.056313049 0.053660566 0.00265248    4.71025 0.0209212   0.126785
  3.60816 0.066569722 0.063148412 0.00342131    5.13944 0.0209212   0.163534
  4.11459 0.064123799 0.074701111 -0.0105773   -16.4951 0.0209212   -0.50558

Measured Variable  Flowsheet.my_model.C(6)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-----------------------------------------------------------------------------
0.0238889 0.032014794 0.015170928   0.0168439    52.6128 0.0209212   0.805112
  0.60537 0.032476067 0.019941159   0.0125349    38.5974 0.0209212    0.59915
 0.882454 0.025677519 0.022668472  0.00300905    11.7186 0.0209212   0.143828
  1.13127 0.029943754 0.025400753    0.004543    15.1718 0.0209212   0.217149
  1.62133 0.036609291 0.031656491   0.0049528    13.5288 0.0209212   0.236736
  1.88954 0.040167739 0.035619433  0.00454831    11.3233 0.0209212   0.217402
  2.65664 0.051415419  0.04931616  0.00209926    4.08294 0.0209212   0.100341
  3.14613 0.062166397  0.06003519  0.00213121    3.42823 0.0209212   0.101869
  3.60816 0.075459248 0.071617526  0.00384172    5.09112 0.0209212   0.183629
  4.11459 0.077369893 0.085891702 -0.00852181   -11.0144 0.0209212   -0.40733

Measured Variable  Flowsheet.my_model.C(7)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.036977102 0.015168005  0.0218091      58.98 0.0209212    1.04244
  0.60537 0.037071771 0.019845665  0.0172261    46.4669 0.0209212   0.823382
 0.882454 0.030147736 0.022512385 0.00763535    25.3264 0.0209212   0.364958
  1.13127 0.034125797 0.025179658 0.00894614    26.2152 0.0209212   0.427612
  1.62133 0.039943103 0.031274084 0.00866902    21.7034 0.0209212   0.414366
  1.88954  0.04278615 0.035128079 0.00765807    17.8985 0.0209212   0.366044
  2.65664 0.051671031 0.048423492 0.00324754    6.28503 0.0209212   0.155228
  3.14613 0.061193332 0.058813875 0.00237946    3.88842 0.0209212   0.113734
  3.60816 0.073047892 0.070036684 0.00301121    4.12224 0.0209212   0.143931
  4.11459 0.072060334 0.083870838 -0.0118105   -16.3897 0.0209212  -0.564524

Measured Variable  Flowsheet.my_model.C(8)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.039401181 0.015179975  0.0242212    61.4733 0.0209212    1.15774
  0.60537 0.039520058 0.020241782  0.0192783     48.781 0.0209212   0.921473
 0.882454 0.032768606 0.023165655 0.00960295    29.3053 0.0209212   0.459007
  1.13127 0.037048418 0.026113929  0.0109345    29.5141 0.0209212   0.522652
  1.62133 0.043793304  0.03292703  0.0108663    24.8126 0.0209212   0.519392
  1.88954  0.04736059 0.037281927  0.0100787    21.2807 0.0209212   0.481745
  2.65664 0.057571376 0.052513131 0.00505824    8.78604 0.0209212   0.241777
  3.14613 0.067931085  0.06457952 0.00335156    4.93377 0.0209212     0.1602
  3.60816 0.081162524 0.077718128  0.0034444    4.24383 0.0209212   0.164637
  4.11459 0.080543257 0.094007783 -0.0134645   -16.7171 0.0209212  -0.643584

Measured Variable  Flowsheet.my_model.C(9)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.037764858 0.015188256  0.0225766     59.782 0.0209212    1.07913
  0.60537 0.037950771 0.020515969  0.0174348    45.9406 0.0209212   0.833358
 0.882454 0.031837835 0.023615174 0.00822266    25.8267 0.0209212   0.393031
  1.13127 0.036024556  0.02675143 0.00927313    25.7411 0.0209212   0.443242
  1.62133 0.042938478 0.034027153 0.00891133    20.7537 0.0209212   0.425948
  1.88954 0.047443795  0.03868906 0.00875474    18.4529 0.0209212   0.418463
  2.65664 0.060699989 0.054988107 0.00571188    9.41002 0.0209212   0.273019
  3.14613 0.072289058  0.06782651 0.00446255     6.1732 0.0209212   0.213303
  3.60816 0.085631691 0.081668154 0.00396354    4.62859 0.0209212   0.189451
  4.11459 0.084416856 0.098565914 -0.0141491   -16.7609 0.0209212  -0.676304

Measured Variable  Flowsheet.my_model.C(10)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-----------------------------------------------------------------------------
0.0238889 0.035428961 0.015226441   0.0202025    57.0226 0.0209212    0.96565
  0.60537 0.035436936 0.021837875   0.0135991    38.3754 0.0209212   0.650015
 0.882454 0.029044102 0.025833771  0.00321033    11.0533 0.0209212   0.153449
  1.13127 0.033175665 0.029969063   0.0032066    9.66552 0.0209212   0.153271
  1.62133 0.040540179 0.039850425 0.000689754    1.70141 0.0209212  0.0329692
  1.88954 0.045288823 0.046348274 -0.00105945   -2.33932 0.0209212 -0.0506402
  2.65664 0.067843338 0.069714902 -0.00187156   -2.75866 0.0209212  -0.089458
  3.14613 0.092620083 0.088494071  0.00412601    4.45477 0.0209212   0.197217
  3.60816  0.11753553  0.10880387  0.00873165    7.42895 0.0209212    0.41736
  4.11459   0.1231629  0.13338519  -0.0102223   -8.29981 0.0209212   -0.48861

Measured Variable  Flowsheet.my_model.C(11)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.037560112  0.01518277  0.0223773    59.5774 0.0209212     1.0696
  0.60537 0.037702725 0.020330943  0.0173718    46.0757 0.0209212   0.830345
 0.882454 0.030916299 0.023306699  0.0076096    24.6136 0.0209212   0.363728
  1.13127 0.035103168 0.026305041 0.00879813    25.0636 0.0209212   0.420537
  1.62133 0.042645275 0.033213114 0.00943216    22.1177 0.0209212   0.450843
  1.88954 0.046765682 0.037605697 0.00915999     19.587 0.0209212   0.437834
  2.65664 0.058424526  0.05276039 0.00566414    9.69479 0.0209212   0.270737
  3.14613 0.068350132 0.064472968 0.00387716     5.6725 0.0209212   0.185323
  3.60816 0.079917558 0.076867842 0.00304972    3.81608 0.0209212   0.145772
  4.11459 0.077368522 0.091650142 -0.0142816   -18.4592 0.0209212   -0.68264

Measured Variable  Flowsheet.my_model.C(12)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.038007416 0.015201754  0.0228057    60.0032 0.0209212    1.09008
  0.60537 0.038190558 0.020974479  0.0172161    45.0794 0.0209212   0.822903
 0.882454 0.031741261 0.024377552 0.00736371    23.1992 0.0209212   0.351974
  1.13127  0.03580168 0.027846978  0.0079547    22.2188 0.0209212   0.380223
  1.62133 0.044066276 0.035968112 0.00809816    18.3772 0.0209212    0.38708
  1.88954 0.048862408 0.041206755 0.00765565    15.6678 0.0209212   0.365929
  2.65664 0.065127035 0.059585494 0.00554154    8.50882 0.0209212   0.264877
  3.14613 0.078338254 0.073991878 0.00434638    5.54822 0.0209212    0.20775
  3.60816 0.093058474  0.08932285 0.00373562    4.01428 0.0209212   0.178557
  4.11459 0.092797917  0.10762077 -0.0148229   -15.9733 0.0209212   -0.70851

Measured Variable  Flowsheet.my_model.C(13)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-----------------------------------------------------------------------------
0.0238889 0.049350869  0.01521448   0.0341364    69.1708 0.0209212    1.63167
  0.60537 0.050051908 0.021412012   0.0286399    57.2204 0.0209212    1.36894
 0.882454 0.043705424 0.025107381    0.018598    42.5532 0.0209212   0.888959
  1.13127 0.047905754 0.028898161   0.0190076    39.6771 0.0209212   0.908535
  1.62133 0.056669475 0.037837486    0.018832    33.2313 0.0209212   0.900141
  1.88954 0.060959264 0.043636151   0.0173231    28.4175 0.0209212   0.828019
  2.65664 0.074062853 0.064045949   0.0100169    13.5249 0.0209212   0.478793
  3.14613 0.084650348 0.080002999  0.00464735    5.49005 0.0209212   0.222136
  3.60816 0.097339101 0.096847437 0.000491664   0.505104 0.0209212  0.0235008
  4.11459  0.09607963  0.11668168  -0.0206021   -21.4427 0.0209212  -0.984747

Measured Variable  Flowsheet.my_model.C(14)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.042708526 0.015213977  0.0274945    64.3772 0.0209212     1.3142
  0.60537 0.043071413 0.021398628  0.0216728    50.3183 0.0209212    1.03593
 0.882454 0.036427803 0.025090926  0.0113369    31.1215 0.0209212   0.541886
  1.13127 0.040438505  0.02888435  0.0115542    28.5722 0.0209212   0.552271
  1.62133 0.049140032 0.037860206  0.0112798    22.9545 0.0209212   0.539159
  1.88954 0.053650225 0.043710107 0.00994012    18.5276 0.0209212   0.475123
  2.65664 0.070790155 0.064518606 0.00627155    8.85935 0.0209212   0.299771
  3.14613 0.086222275 0.081072761 0.00514951    5.97237 0.0209212   0.246139
  3.60816  0.10293969 0.098873671 0.00406602     3.9499 0.0209212    0.19435
  4.11459  0.10352309  0.12032868 -0.0168056   -16.2337 0.0209212  -0.803282

Measured Variable  Flowsheet.my_model.C(15)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.044312213  0.01520245  0.0291098    65.6924 0.0209212     1.3914
  0.60537 0.044376934 0.020996773  0.0233802    52.6854 0.0209212    1.11754
 0.882454  0.03782406 0.024413281  0.0134108    35.4557 0.0209212   0.641015
  1.13127 0.041810398 0.027897053  0.0139133    33.2772 0.0209212   0.665037
  1.62133 0.049801388 0.036056676  0.0137447    27.5991 0.0209212   0.656977
  1.88954 0.053647565  0.04132594  0.0123216    22.9677 0.0209212   0.588955
  2.65664 0.066954271 0.059869069  0.0070852    10.5822 0.0209212   0.338662
  3.14613  0.07878583 0.074488943 0.00429689    5.45388 0.0209212   0.205385
  3.60816  0.09262689 0.090154454 0.00247244    2.66924 0.0209212   0.118179
  4.11459 0.092547083  0.10902825 -0.0164812   -17.8084 0.0209212  -0.787775

Measured Variable  Flowsheet.my_model.C(16)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-----------------------------------------------------------------------------
0.0238889  0.03461305 0.015188419   0.0194246    56.1194 0.0209212   0.928468
  0.60537  0.03442868 0.020522502   0.0139062    40.3913 0.0209212   0.664695
 0.882454 0.027974123 0.023627307  0.00434682    15.5387 0.0209212   0.207771
  1.13127 0.031557806 0.026770737  0.00478707    15.1692 0.0209212   0.228815
  1.62133 0.039311581 0.034068626  0.00524295    13.3369 0.0209212   0.250605
  1.88954 0.042873611  0.03874838  0.00412523    9.62184 0.0209212    0.19718
  2.65664 0.056045694 0.055127453 0.000918242    1.63838 0.0209212  0.0438906
  3.14613 0.069853611 0.068042032  0.00181158    2.59339 0.0209212  0.0865907
  3.60816 0.087083994 0.081970616  0.00511338    5.87178 0.0209212   0.244412
  4.11459 0.089303776 0.098969008 -0.00966523   -10.8229 0.0209212  -0.461984

Measured Variable  Flowsheet.my_model.C(17)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.041450524 0.015191425  0.0262591    63.3505 0.0209212    1.25515
  0.60537 0.041709031 0.020624119  0.0210849    50.5524 0.0209212    1.00783
 0.882454 0.035145085  0.02379603  0.0113491     32.292 0.0209212   0.542468
  1.13127 0.039103592  0.02701292  0.0120907    30.9196 0.0209212   0.577916
  1.62133 0.047714538 0.034496638  0.0132179     27.702 0.0209212   0.631796
  1.88954 0.051218349 0.039302561  0.0119158    23.2647 0.0209212   0.569557
  2.65664 0.061854132 0.056130889 0.00572324    9.25281 0.0209212   0.273563
  3.14613 0.072329041 0.069375917 0.00295312     4.0829 0.0209212   0.141155
  3.60816 0.085717958 0.083608187 0.00210977    2.46129 0.0209212   0.100844
  4.11459 0.085903175  0.10087636 -0.0149732   -17.4303 0.0209212  -0.715696

Measured Variable  Flowsheet.my_model.C(18)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.041689846 0.015206932  0.0264829    63.5237 0.0209212    1.26584
  0.60537 0.042253422 0.021149484  0.0211039    49.9461 0.0209212    1.00874
 0.882454 0.035812093 0.024665971  0.0111461    31.1239 0.0209212   0.532768
  1.13127 0.039552456 0.028257081  0.0112954     28.558 0.0209212   0.539902
  1.62133 0.048172049  0.03667475  0.0114973    23.8672 0.0209212   0.549554
  1.88954   0.0525163  0.04210558  0.0104107    19.8238 0.0209212   0.497617
  2.65664 0.066925236 0.061101504 0.00582373    8.70185 0.0209212   0.278366
  3.14613 0.078872702 0.075878161 0.00299454    3.79668 0.0209212   0.143135
  3.60816 0.093158134 0.091455567 0.00170257    1.82761 0.0209212  0.0813802
  4.11459 0.093837192  0.10982939 -0.0159922   -17.0425 0.0209212  -0.764403

Measured Variable  Flowsheet.my_model.C(19)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.041593722 0.015194199  0.0263995      63.47 0.0209212    1.26186
  0.60537 0.041841159 0.020716201   0.021125    50.4885 0.0209212    1.00974
 0.882454 0.035465407 0.023946074  0.0115193    32.4805 0.0209212   0.550607
  1.13127 0.039153323  0.02722343  0.0119299    30.4697 0.0209212   0.570231
  1.62133 0.047256292 0.034846025  0.0124103    26.2616 0.0209212   0.593192
  1.88954 0.050983136 0.039734627  0.0112485    22.0632 0.0209212   0.537662
  2.65664 0.063860631 0.056770554 0.00709008    11.1024 0.0209212   0.338895
  3.14613 0.073925815 0.070051076 0.00387474    5.24139 0.0209212   0.185207
  3.60816  0.08612441 0.084157236 0.00196717    2.28411 0.0209212   0.094028
  4.11459 0.084552818  0.10100045 -0.0164476   -19.4525 0.0209212  -0.786172

Measured Variable  Flowsheet.my_model.C(20)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
----------------------------------------------------------------------------
0.0238889 0.039580799 0.015191773   0.024389    61.6183 0.0209212    1.16576
  0.60537 0.039962258  0.02063298  0.0193293    48.3688 0.0209212   0.923911
 0.882454 0.033389398 0.023806912 0.00958249    28.6992 0.0209212   0.458029
  1.13127 0.036855449 0.027022705 0.00983274    26.6792 0.0209212    0.46999
  1.62133 0.044299608  0.03448974 0.00980987    22.1444 0.0209212   0.468897
  1.88954  0.04778113 0.039273588 0.00850754    17.8052 0.0209212   0.406648
  2.65664 0.060864121 0.055945904 0.00491822    8.08065 0.0209212   0.235083
  3.14613 0.071853808 0.068973566 0.00288024    4.00848 0.0209212   0.137671
  3.60816 0.085544035 0.082870985 0.00267305    3.12476 0.0209212   0.127768
  4.11459 0.085744511 0.099585435 -0.0138409   -16.1421 0.0209212  -0.661575

Measured Variable  Flowsheet.my_model.C(21)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-----------------------------------------------------------------------------
0.0238889 0.028503049 0.015151812   0.0133512    46.8414 0.0209212   0.638169
  0.60537 0.029071896 0.019324682  0.00974721     33.528 0.0209212   0.465902
 0.882454  0.02252347 0.021665929 0.000857541    3.80732 0.0209212  0.0409892
  1.13127 0.026066016 0.023985957  0.00208006    7.97997 0.0209212  0.0994237
  1.62133 0.032923029 0.029221085  0.00370194    11.2442 0.0209212   0.176947
  1.88954 0.035767483  0.03249357  0.00327391    9.15332 0.0209212   0.156488
  2.65664 0.044997505 0.043620565  0.00137694    3.06004 0.0209212  0.0658157
  3.14613   0.0544905 0.052190941  0.00229956    4.22011 0.0209212   0.109915
  3.60816 0.066519789 0.061363584   0.0051562    7.75139 0.0209212   0.246459
  4.11459 0.066431392 0.072586172 -0.00615478   -9.26487 0.0209212  -0.294189

Measured Variable  Flowsheet.my_model.C(22)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
0.0238889  0.012489219 0.015107099 -0.00261788   -20.9611 0.0209212  -0.125131
  0.60537  0.012817013  0.01794653 -0.00512952   -40.0212 0.0209212  -0.245183
 0.882454 0.0066332249 0.019466768  -0.0128335   -193.474 0.0209212  -0.613424
  1.13127 0.0097648971 0.020931567  -0.0111667   -114.355 0.0209212   -0.53375
  1.62133  0.015683095  0.02411238 -0.00842929   -53.7476 0.0209212  -0.402907
  1.88954  0.018593675 0.026029753 -0.00743608   -39.9925 0.0209212  -0.355433
  2.65664  0.027930933 0.032257777 -0.00432684   -15.4912 0.0209212  -0.206817
  3.14613  0.037707152 0.036840919 0.000866233    2.29726 0.0209212  0.0414046
  3.60816  0.049436104 0.041616021  0.00782008    15.8186 0.0209212   0.373788
  4.11459  0.048912159 0.047346793  0.00156537    3.20036 0.0209212  0.0748222

Measured Variable  Flowsheet.my_model.C(23)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
0.0238889 0.0085725244 0.015070053 -0.00649753   -75.7948 0.0209212  -0.310572
  0.60537 0.0090116048 0.016872468 -0.00786086   -87.2304 0.0209212  -0.375738
 0.882454 0.0027505637 0.017799467  -0.0150489   -547.121 0.0209212  -0.719315
  1.13127 0.0057540143 0.018671176  -0.0129172    -224.49 0.0209212  -0.617421
  1.62133  0.011406647 0.020501339 -0.00909469   -79.7315 0.0209212  -0.434713
  1.88954  0.013430258 0.021568937 -0.00813868   -60.5996 0.0209212  -0.389017
  2.65664  0.020765981 0.024891639 -0.00412566   -19.8674 0.0209212    -0.1972
  3.14613   0.02867989 0.027226786   0.0014531    5.06663 0.0209212  0.0694562
  3.60816  0.038701098 0.029586576  0.00911452    23.5511 0.0209212   0.435661
  4.11459  0.036877185 0.032344638  0.00453255    12.2909 0.0209212   0.216649

Measured Variable  Flowsheet.my_model.C(24)    Sensor Group Sensor Group 1   

     Time  Meas.Value  Pred.Value     Deviation %Deviation    StdDev  Dev/StdDev
--------------------------------------------------------------------------------
0.0238889 0.020842451 0.015092009    0.00575044      27.59 0.0209212    0.274863
  0.60537 0.019554068 0.017502974    0.00205109    10.4893 0.0209212   0.0980392
 0.882454 0.012995975  0.01877486   -0.00577888   -44.4667 0.0209212   -0.276222
  1.13127 0.015236766 0.019990249   -0.00475348   -31.1975 0.0209212   -0.227209
  1.62133 0.019995799 0.022601879   -0.00260608   -13.0331 0.0209212   -0.124567
  1.88954 0.020237974 0.024161862   -0.00392389   -19.3887 0.0209212   -0.187556
  2.65664 0.025312503  0.02918318   -0.00387068   -15.2916 0.0209212   -0.185013
  3.14613 0.032790205 0.032858237 -6.80319E-005  -0.207476 0.0209212 -0.00325183
  3.60816 0.042417598 0.036692069    0.00572553     13.498 0.0209212    0.273672
  4.11459 0.041434864 0.041324613    0.00011025   0.266081 0.0209212   0.0052698

Measured Variable  Flowsheet.my_model.C(25)    Sensor Group Sensor Group 1   

     Time     Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
--------------------------------------------------------------------------------
0.0238889   -0.006661197 0.015000004  -0.0216612    325.185 0.0209212   -1.03537
  0.60537  -0.0057174303 0.015000096  -0.0207175    362.357 0.0209212  -0.990267
 0.882454   -0.012912561  0.01500014  -0.0279127    216.167 0.0209212   -1.33419
  1.13127   -0.008198656 0.015000179  -0.0231988    282.959 0.0209212   -1.10887
  1.62133  -0.0032235596 0.015000255  -0.0182238    565.332 0.0209212  -0.871071
  1.88954 -0.00054284239 0.015000296  -0.0155431    2863.29 0.0209212  -0.742939
  2.65664   0.0076334011 0.015000411 -0.00736701   -96.5102 0.0209212  -0.352132
  3.14613    0.017326975 0.015000482  0.00232649     13.427 0.0209212   0.111203
  3.60816    0.030536835 0.015000546   0.0155363    50.8772 0.0209212   0.742611
  4.11459    0.032097059 0.015000613   0.0170964    53.2648 0.0209212   0.817185

Measured Variable  Flowsheet.my_model.C(26)    Sensor Group Sensor Group 1   

     Time    Meas.Value  Pred.Value  Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
0.0238889  -0.006095367 0.015339566 -0.0214349    351.659 0.0209212   -1.02456
  0.60537 -0.0057029377 0.026257333 -0.0319603    560.418 0.0209212   -1.52765
 0.882454  -0.011952415  0.03367149 -0.0456239    381.713 0.0209212   -2.18075
  1.13127 -0.0049637488 0.041907769 -0.0468715    944.277 0.0209212   -2.24039
  1.62133   0.033447505  0.06357961 -0.0301321   -90.0878 0.0209212   -1.44027
  1.88954   0.087874703 0.079097446 0.00877726    9.98838 0.0209212    0.41954
  2.65664    0.19329214   0.1405785  0.0527136    27.2715 0.0209212    2.51963
  3.14613    0.23446502  0.19380396  0.0406611    17.3421 0.0209212    1.94354
  3.60816    0.26544765  0.25287451  0.0125731    4.73658 0.0209212   0.600978
  4.11459    0.27372753  0.32468557  -0.050958   -18.6163 0.0209212   -2.43572

Measured Variable  Flowsheet.my_model.C(27)    Sensor Group Sensor Group 1   

     Time    Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
-------------------------------------------------------------------------------
0.0238889  0.0039774324 0.015124788  -0.0111474   -280.265 0.0209212  -0.532827
  0.60537  0.0040441164 0.018477654  -0.0144335   -356.902 0.0209212  -0.689902
 0.882454 -0.0030114572 0.020302303  -0.0233138    774.169 0.0209212   -1.11436
  1.13127  0.0011797437 0.022076059  -0.0208963   -1771.26 0.0209212  -0.998813
  1.62133  0.0068919815 0.025969454  -0.0190775   -276.807 0.0209212  -0.911875
  1.88954   0.010580921 0.028336596  -0.0177557   -167.808 0.0209212  -0.848695
  2.65664   0.024597986 0.036072313  -0.0114743   -46.6474 0.0209212  -0.548456
  3.14613   0.039673622 0.041757165 -0.00208354   -5.25171 0.0209212 -0.0995902
  3.60816   0.059163803 0.047625098   0.0115387     19.503 0.0209212   0.551533
  4.11459   0.064351561 0.054549727  0.00980183    15.2317 0.0209212   0.468513

Measured Variable  Flowsheet.my_model.C(28)    Sensor Group Sensor Group 1   

     Time   Meas.Value  Pred.Value   Deviation %Deviation    StdDev Dev/StdDev
------------------------------------------------------------------------------
