Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	Date.Time	Inoc.Time	Treatments	Medium	Screen.Name	RepQuad	MasterPlate.Number	Timeseries.order	Library.Name	ORF	Gene	ScreenID	Expt.Time	Growth
3	1	1287	337	380	0.0098888920951144	0.520139706946081	0.0114125947478259	0.012495490710737	0.000949308509303462	-0.00621823226624673	0.0427698778344208	0.0324467315601298	61.0283826022462	60.2021482305573	57.8470147276965	53.6571055313895	53.9127151614339	53.3834072670371	58	58	57	53	53	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.0098888920951144
4	1	1675	335	380	0.0130025283270204	0.528068833915446	0.0125933948267094	0.012495490710737	0.000919786850421122	-0.00140254347852461	0.0656678509938511	0.0263844972134389	61.2872611049508	60.7341595460179	58.6934316091579	54.6213470352962	54.983417510875	54.3830613376931	58	58	57	54	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.0130025283270204
5	1	2062	333	380	0.0124291343381636	0.509482574520705	0.0117514816469328	0.00857392208328605	0.000957655323540232	-0.0011672589350197	0.0930711295792102	0.0217689324267537	61.0245412875049	60.5537271657855	58.561245047798	54.719496095725	55.1449216336161	54.4450452221785	57	57	56	54	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.0124291343381636
6	1	2449	331	380	0.0119764375533844	0.521731043462087	0.0106664939315893	0.00554647361610621	0.000986586169420778	0.00162490498865523	0.1174171566763	0.0196127058920785	60.1951277480689	59.9219515415594	58.1267577738166	55.0822746521476	55.5070722783971	54.6651254573215	56	56	56	55	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.0119764375533844
7	1	2836	330	380	0.0157868683516185	0.52239237811809	0.013512278151092	0.00946804224355719	0.00108449206428846	0.00275430969243128	0.0561386823721292	0.0283822789867802	61.8665717186902	61.2679247273542	58.939826719943	55.6342708784076	56.0117986441656	55.14478580701	57	57	56	55	56	55	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.0157868683516185
8	1	3223	334	380	0.0179380169421986	0.518231480907406	0.015079242085499	0.0133896108710082	0.000968470765321581	0.00554647361610621	0.0551014995080717	0.0285338348454475	62.8903452217954	62.039613436665	59.5091788852407	55.9324505962765	56.2979952526668	55.5094088712214	58	58	57	56	56	55	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.0179380169421986
9	1	3605	306	380	0.03260209163391	0.533573067146134	0.0282373596024142	0.0321033338479919	0.00390703403555992	0.00857392208328605	0.0121210644527329	0.0617314567962469	69.9118057169417	67.9223539132905	64.0922741239962	57.0932842985216	57.0432746983325	56.2859231689486	64	63	60	57	57	56	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.03260209163391
10	1	3998	322	380	0.0264668633973315	0.364312728625457	0.0197951653508643	0.0518641089466056	0.00218031630519145	0.00946804224355719	0.0238017310040914	0.0364009616908123	70.6359201270706	68.2173247106875	63.8379661145148	57.4746036390433	57.3248913597104	56.3800080193331	69	67	63	57	57	56	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.0264668633973315
11	1	4385	320	380	0.0159853753731511	0.495566991133982	0.0155085656481364	0.00554647361610621	0.00354033932858791	0.000495500284879192	0.021265078730973	0.0449156453868463	63.904875099045	62.4756662079319	59.517508375384	54.9907407407407	54.8689910411887	54.1785616737682	56	56	56	55	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.0159853753731511
12	1	4772	317	380	0.0132553159852006	0.562844014576918	0.0140264521087936	-0.00621823226624673	0.00626906090527284	-0.0068339244049186	0.00831951355908841	0.0765288197243061	62.7893223015067	60.8445711907763	56.5846541742653	54.9886696712786	54.0630180591888	52.2739449714772	53	53	52	53	53	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.0132553159852006
1	2	488	718	380	0	0.397207238858922	0	-0.0140613695211487	0.000491654061414021	-0.0227986269363218	0.0983687795933169	0.0186964818374081	53.2700879307654	53.0372881943842	51.1951993617649	48.6774930858723	48.690749925716	48.1128088500834	51	51	50	49	49	48	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
2	2	886	719	380	0	0.309518396814571	0	-0.00621823226624673	0.000136253155941114	-0.0168535334448236	0.312105709817807	0.00926557408670373	53.251123970621	53.3773647896728	52.6628310705542	50.3097644441341	50.6196785425667	50.4506290469017	53	53	52	50	51	50	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
3	2	1270	718	380	0	0.298909486707862	0	-0.00508882756247069	4.93436657051734e-05	-0.00924568073342657	1.98580655613398	0.00360978499734777	53.4892601982024	53.9101405853883	53.2929707305831	52.0395987069008	52.5983335134763	52.2106788770868	53	54	53	52	53	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
4	2	1677	722	380	0	0.294528144611845	0	-0.00319078379906689	3.1146108021743e-05	-0.00508882756247069	3.13462746648879	0.00285200570401141	53.4336904149319	54.0271085746363	53.3188473593114	52.9310886951087	53.6574648217407	52.9935648930249	53	54	53	53	54	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
5	2	2064	720	380	0	0.293005697122505	0	-0.00229666363879575	1.77977373413467e-05	-0.00229666363879575	47.5690140032519	0.000730223682669588	53.7161968353984	54.3814685068065	53.5196905931865	53.2954944069844	54.0913883150797	53.2445823751803	54	54	54	53	54	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
6	2	2446	711	380	0	0.276878775979774	0	-0.0011672589350197	1.572067320485e-05	-0.00206136413569372	127.25310348509	0.000434000868001736	53.7746566480892	54.703224522293	53.8168541003185	53.5514866293858	54.5326143909154	53.5429603025655	54	55	54	54	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
7	2	2839	716	380	0.00051781379851911	0.246760493520987	0.000210846082739121	0.00162490498865523	1.5648053257392e-05	0.000730784828384094	32.8824162032541	0.000806001612003224	54.2746789503071	55.1900335008375	54.2005025125628	54.1579370958744	55.0838752160672	54.0536120942739	54	55	54	54	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0.00051781379851911
8	2	3226	713	380	0.00213599528017718	0.168027224943339	0.000449669686602315	0.00162490498865523	3.41707899111776e-05	0.00162490498865523	7.66265864137086	0.00137778053333884	54.9467836497069	55.5928416219097	54.4384814070764	54.7128922745715	55.4405315889708	54.3838784466341	55	55	54	55	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0.00213599528017718
9	2	3614	730	380	0.00362027949785469	0.177017242923375	0.000678543991397936	0.00275430969243128	2.63273789004255e-05	0.00275430969243128	16.0139585055829	0.00097822417867058	55.2365737858032	55.8921622042341	54.7252879825654	55.2162306951827	55.7839953124346	54.7568743983594	55	56	55	55	56	55	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0.00362027949785469
10	2	3996	725	380	0.00493322460210933	0.147381183651256	0.000816559761563793	0.00554647361610621	1.7442838260387e-05	0.00554647361610621	23.9271033217871	0.000730223682669588	55.9001121809853	56.1991212489483	55.2232401607927	55.6777735583799	56.0085483206347	55.1945914500634	56	56	55	56	56	55	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0.00493322460210933
11	2	4361	741	380	0.00115906093019058	0.143089397289906	0.000168977618120216	0.00162490498865523	1.55465684636218e-05	0.00162490498865523	27.7411078787176	0.00066822355866934	54.8782918492128	54.991430359636	54.3702277213423	54.8640244392636	55.0060776589758	54.2751587748211	55	55	54	55	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0.00115906093019058
12	2	4775	705	380	0	0.17004567342468	0	-0.00319078379906689	2.39915977768154e-05	-0.00342606834257179	31.6486371028305	0.000682001364002728	53.9567736185383	53.8870928536704	52.41079241614	53.529237945832	53.4645284992156	52.2934585024528	54	54	52	54	54	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
1	3	517	1116	380	0	0.451732903465807	0.00710558836572949	-0.00711235242651787	0.00166940605723146	-0.0188770583088708	0.0424475427838564	0.0303525051494547	59.4953945161192	58.761902583341	55.3889803885686	49.548041765615	49.7603628733336	49.2777212358802	53	53	51	49	50	49	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
2	3	883	1113	380	0	0.367998291552139	0.000893349118607244	0.000730784828384094	0.000360693150873778	-0.0140613695211487	0.116736659171852	0.0165195885947327	55.2425541474007	55.4475561129935	53.8547894943747	50.5574110004142	50.978079832574	50.6128817771577	55	55	53	50	51	51	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
3	3	1275	1106	380	0	0.368494292544141	0	-0.00319078379906689	8.66747702901724e-05	-0.0101398008936977	1.27531462356982	0.00500134333602001	53.885569535062	54.4903815595147	53.4235478865604	51.7161012326824	52.478117159376	51.9104396203774	53	54	53	52	52	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
4	3	1667	1105	380	0	0.363982061297456	0	-0.00319078379906689	3.7051829066256e-05	-0.00621823226624673	4.9565286943495	0.00252133837601009	53.4513210689681	54.2934552199258	53.2513437807555	52.3660980232873	53.3543893853236	52.4422204170051	53	54	53	52	53	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
5	3	2059	1100	380	0	0.365793842698797	0	-0.00319078379906689	1.8926117769698e-05	-0.00508882756247069	19.0815211545042	0.00128822479867182	52.9510913576527	54.3364281813217	52.6603514190474	52.6479220525298	54.0297082400991	52.6038539245291	53	54	53	53	54	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
6	3	2447	1103	380	0	0.361336722673445	0	-0.00229666363879575	2.09590020834057e-05	-0.00229666363879575	14.1274706675319	0.00148800297600595	53.2319835277968	54.4721268969725	52.8143064134828	53.0282173251788	54.4038874327196	52.7139652029469	53	54	53	53	54	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
7	3	2841	1103	380	0	0.37093296408815	0	-0.00206136413569372	1.43317767388573e-05	-0.00206136413569372	123.563956488344	0.000509778797335372	53.6356207633021	54.7855696907791	53.0272262977064	53.4946011651846	54.7318432695256	53.0721669805949	54	55	53	53	55	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
8	3	3228	1101	380	0.000877662339424007	0.322490200535957	0.000301881741197393	0.000730784828384094	3.76179978632663e-05	0.000966084331486117	1.33828706658112	0.00456734246801827	54.1407087774763	55.4431461346207	53.4311836455685	54.1328649286208	55.3728901451987	53.6205921828609	54	55	53	54	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.000877662339424007
9	3	3615	1098	380	0.00195580548256965	0.30426905298255	0.000720235249186406	0.00162490498865523	2.66413381698265e-05	0.00162490498865523	9.32261921014203	0.00168089225067339	54.7634939322586	55.5741260641188	54.3242392682485	54.6013684116721	55.4178804471597	54.231639816621	55	55	54	55	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.00195580548256965
10	3	3994	1117	380	0.00221504236919033	0.193495498102107	0.000351003175043529	0.00162490498865523	1.45983790248491e-05	0.00162490498865523	29.7082920474809	0.00075089039066967	54.721268869268	55.3484050128169	54.3600825975506	54.8925969267039	55.452854202079	54.4851588325233	55	55	54	55	55	55	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.00221504236919033
11	3	4402	1083	380	0.000902528577983699	0.236971362831615	0.000261166467535272	0.00162490498865523	1.81380226510565e-05	0.00162490498865523	26.3837025612391	0.00088177954133686	54.7764179191256	55.0259019157534	54.2836128957237	54.7192629241075	54.9767700113757	54.1014517614344	55	55	54	55	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0.000902528577983699
12	3	4777	1092	380	0	0.190395491902095	0.000140095480497646	0.000730784828384094	1.78413854294246e-05	-0.00178293611409446	50.4150603918796	0.00057177892133562	54.9797018597583	54.9250669368261	53.4503220204067	54.51542251304	54.5205449146125	53.1442015605456	55	55	53	54	55	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
1	4	493	1494	380	0	0.392901674692238	0	-0.00981822939400408	0.000321766998100677	-0.0179829381485997	0.174608271546734	0.0139569168027225	54.1172107865484	54.0974506434758	52.1856611845566	49.8448035221896	50.0209016532958	49.3327243637024	52	53	51	50	50	49	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
2	4	907	1501	380	0	0.299708599417199	0	-0.00711235242651787	0.000106291411622719	-0.0140613695211487	0.565785722437397	0.00677179132136042	53.0224107019721	53.2958212660323	52.2669746701604	50.6257931238011	51.2318823471546	50.6507009001033	53	53	52	51	51	51	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
3	4	1294	1499	380	0	0.311777956889247	0	-0.0059829327631447	0.000124214407207281	-0.00901039618992167	0.609468086005628	0.00665467997602662	53.2605506208847	53.9306200008838	52.8308586327279	51.9403621512867	52.7809475190935	51.9531545599231	53	54	53	52	53	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
4	4	1681	1497	380	0	0.329186213927983	0	-0.0059829327631447	2.42297164828301e-05	-0.0059829327631447	6.94715187892953	0.0020253373840081	52.6260751281783	53.8164277492937	52.411614523386	52.4254539106145	53.5781404042064	52.196763062767	53	54	52	52	54	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
5	4	2069	1495	380	0	0.302353938041209	0	-0.00319078379906689	1.44864558285317e-05	-0.00351235529876051	71.2213334535413	0.000606223434669092	52.7957165641376	54.2996126680337	52.4239690134427	52.807121485914	54.2292265307936	52.4634989286173	53	54	52	53	54	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
6	4	2456	1492	380	0	0.271787876909087	0	-0.00319078379906689	1.74800122986577e-05	-0.00229666363879575	13.8792592550128	0.00130200260400521	52.8561833067194	54.3963703647378	52.5225711606215	52.9927157831006	54.4602395277557	52.553619404397	53	54	52	53	54	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
7	4	2843	1490	380	0	0.216394210566199	0	-0.00206136413569372	1.33511464881497e-05	-0.00206136413569372	87.9338012337381	0.000461556478668513	53.2188017318222	54.5880873551509	52.6652553164396	53.2772683715901	54.7294042145425	52.7307668638845	53	55	53	53	55	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
8	4	3230	1488	380	0	0.221657332203553	0	-0.0011672589350197	1.38513705886415e-05	0.000409213328690467	64.7869797929211	0.000544223310668844	53.6534684236698	55.1903281949279	53.0057185479861	53.7675886179581	55.2445280346949	53.1282205602514	54	55	53	54	55	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
9	4	3628	1491	380	0.0012886242546803	0.177320354640709	0.000215614499120627	0.00162490498865523	1.47314904159995e-05	0.00162490498865523	18.285848810764	0.000916224054670332	54.3668997668998	55.382905982906	53.7741258741259	54.3339529898427	55.4370169400692	53.7794860200467	54	55	54	54	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0.0012886242546803
10	4	4005	1483	380	0.00178835400198428	0.173827680988695	0.000348369013534611	0.00162490498865523	1.74192997604592e-05	0.00162490498865523	156.586286277593	0.00031000062000124	54.8632742836761	55.4405342210597	53.9384536123331	54.7528517110266	55.3734907611233	53.9891434860917	55	55	54	55	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0.00178835400198428
11	4	4392	1481	380	5.96389257475349e-05	0.361068055469444	0	0.000730784828384094	1.68082234718702e-05	0.000730784828384094	97.9537749866757	0.000564890018668926	54.497166733444	54.7581134451377	53.7012191631847	54.5749234484841	54.8226915944279	53.7311208867038	54	55	54	55	55	54	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	5.96389257475349e-05
12	4	4827	1498	380	0	0.0882537320630197	0	-0.00229666363879575	2.84385295622642e-05	-0.00229666363879575	4.06524516907541	0.00137089163067215	54.3646865974553	54.4473499336508	53.1203653110608	54.2893086513034	54.3177861730261	52.8345598791084	54	54	53	54	54	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	RAD52	RAD52		0.67619212962963	0
1	5	522	1891	380	0	0.452022237377808	0.00645051630589474	-0.00711235242651787	0.00154462237651544	-0.0188770583088708	0.0423977136189032	0.0303800607601215	58.9840130455986	58.4568397951719	55.036881248476	49.4542208812622	49.8280093029103	49.1359859199195	53	53	51	49	50	49	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
2	5	909	1889	380	0	0.378076756153512	0.000714587683416051	-0.00206136413569372	0.000329379217115631	-0.0140613695211487	0.167029194322256	0.0139982502187227	55.0145038446121	55.4121934331839	53.4326372945592	50.6518459442395	51.3357923769647	50.5325490977968	54	54	53	51	51	51	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
3	5	1296	1886	380	0	0.368480514738807	0	-0.00229666363879575	9.332981873863e-05	-0.00901039618992167	0.506488261501328	0.00793601587203174	54.0527211202303	54.800912337116	53.1551160051599	52.1413517758967	53.022765948163	51.8756763242866	54	54	53	52	53	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
4	5	1684	1884	380	0	0.363162281880119	0	-0.00508882756247069	3.00052234828013e-05	-0.0059829327631447	3.18589065711167	0.00314133961601257	52.9792666502267	54.2489519509836	52.4106834607432	52.2913980355675	53.5698909610142	51.9730864090693	53	54	52	52	54	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
5	5	2071	1882	380	0	0.35997271994544	0	-0.00508882756247069	1.72046698846591e-05	-0.0059829327631447	26.6397472547659	0.00108155771867099	52.6789145328587	54.1393768898075	52.2548130286677	52.4336917562724	53.9551164067293	52.0857416556341	53	54	52	52	54	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
6	5	2458	1880	380	0	0.408071038364299	0	-0.00508882756247069	1.58726565278029e-05	-0.00508882756247069	56.2859379744559	0.000792223806669836	52.7253528259842	54.1500101289756	52.4034202174353	52.5317777131219	54.0606575501891	52.2451440209485	53	54	52	53	54	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
7	5	2845	1877	380	0	0.33409111262667	0	-0.00508882756247069	1.41497085595221e-05	-0.00319078379906689	163.781584435522	0.000420223062668348	52.7730993669712	54.1857846877126	52.4104377590366	52.7994082595382	54.2912873458578	52.4194219150873	53	54	52	53	54	52	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
8	5	3232	1875	380	0	0.393342564462907	0	-0.00206136413569372	1.39959471577707e-05	-0.00206136413569372	192.8284411015	0.000420223062668348	53.2643700304739	54.6988861256086	52.7097971907948	53.224714125115	54.743376900628	52.787958620533	53	55	53	53	55	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
9	5	3620	1873	380	0	0.352291593472076	0	-0.0011672589350197	1.47804100010598e-05	-0.0011672589350197	147.527921682212	0.000454667576001819	53.8795048788596	54.9201001192827	53.336240442715	53.9241347769671	54.9880559868967	53.3133947374019	54	55	53	54	55	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
10	5	4007	1871	380	0	0.271966988378421	0	-0.0011672589350197	1.3518831445396e-05	0.000730784828384094	215.324542310888	0.000330667328001323	54.092074267332	54.8958940196054	53.4258213227285	54.1765485134649	54.9043072614069	53.4625480214228	54	55	53	54	55	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
11	5	4394	1868	380	0	0.139624279248558	0	-0.00229666363879575	1.58723264293124e-05	-0.00229666363879575	68.4480514947142	0.000420223062668348	54.049240181567	54.4482928754687	53.0831853167555	53.7409782774055	54.1393512846997	52.966427261736	54	54	53	54	54	53	K000134_027_078	K000134_027_078_2012-05-04_04-23-43	2012-05-04_04-23-43	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	3	ConorLib	HIS3	HIS3		0.67619212962963	0
