Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	Date.Time	Inoc.Time	Treatments	Medium	Screen.Name	RepQuad	MasterPlate.Number	Timeseries.order	Library.Name	ORF	Gene	ScreenID	Expt.Time	Growth
9	6	3622	2260	380	0.00373036192054362	0.000344445133334711	4.11174364394711e-06	0.00857392208328605	8.36314158275691e-05	0.00465235345583508	0	0	57.76	58.14	54.66	55.4668426239224	55.9844532805921	53.4097415082247	57	57	54	55	56	53	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.00373036192054362
10	6	4042	2234	380	0.0358895612381564	0.132831821219198	0.0324968725572329	0.3000445133105	0.0229035565857398	0.00465235345583508	0.0284766622512144	0.020094929078747	125.49979255264	117.369411886734	92.5463644850119	55.5631519157286	55.9959167136695	53.5115785794295	142	131	102	56	56	54	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0358895612381564
11	6	4385	2247	380	0.00266694801088221	0	0	0	0	0.00186020449175726	0	0	NA	NA	NA	55.3200239733813	55.5601091202182	53.6074565482464	NA	NA	NA	55	56	54	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.00266694801088221
12	6	4784	2253	380	0.0726341770749325	0.31335551559992	0.0739700534470828	0.295354320583018	0.0215148336698559	-0.00319078379906689	0.0192726699834665	0.0375169639228167	123.794732560951	115.037461252666	89.8140787477741	54.1906615566748	54.4810381844814	51.8084756305556	141	130	99	54	54	52	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0726341770749325
1	7	492	2655	380	0.125583656156549	0.506093234408691	0.135831280064691	0.288836663471345	0.00460096492215308	-0.0216260787544514	0.0271521524948926	0.040169191449494	134.805145307289	122.888831416321	92.8340161981896	49.7927638919884	49.722076545414	45.7893885293461	141	128	96	49	49	46	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.125583656156549
2	7	886	2663	380	0.0982325612255158	0.37670586452284	0.107422913327175	0.303966081937951	0.00415504523624316	-0.0149554896814198	0.024270329856302	0.03665585108948	138.636962127169	127.318289047785	97.4925845326701	51.0806162824112	51.3383253387564	47.5177391189018	144	132	101	51	51	47	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.0982325612255158
3	7	1271	2659	380	0.106697823298409	0.385482326520209	0.11116559659199	0.306099440164053	0.00410309408044827	-0.00711235242651787	0.0249012521892978	0.0366076287708131	139.151491323695	128.33284486302	98.1140876029809	52.8925496614502	53.3556791175284	49.096912694498	145	133	101	53	53	49	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.106697823298409
4	7	1688	2659	380	0.106410104673849	0.378924091181516	0.109887319569399	0.307185686430138	0.00426291098519918	-0.0059829327631447	0.0256315805754909	0.0357740715481431	139.430324515953	128.869011908008	98.2405417689301	53.1933870180576	53.8246705710103	49.6322596388482	145	133	101	53	54	50	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.106410104673849
5	7	2075	2656	380	0.106227527334084	0.379282314120184	0.109941911772094	0.310021008791505	0.00464841990273857	-0.00615157230147957	0.0247797425287849	0.0364009616908123	139.344152423852	128.946600795539	97.7763408830848	53.0436606587943	53.7670025748024	49.4600017757258	145	134	101	53	54	49	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.106227527334084
6	7	2463	2654	380	0.102449257482312	0.368494292544141	0.105688524652889	0.311428826557283	0.00548417196555515	-0.00570450474154544	0.0221485365745568	0.0379509647908185	138.376792357593	128.28060795274	96.9060402684564	53.2348969128395	54.0339042216647	49.4956801570852	146	135	101	53	54	49	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.102449257482312
7	7	2850	2652	380	0.0938187890281838	0.33504867009734	0.0966785010030541	0.319271963812185	0.00750140291152605	-0.00570450474154544	0.0195030226688669	0.0385640771281543	139.139176741508	128.562628505634	97.3436754667325	53.4755866355866	54.2135198135198	49.7934317534318	148	136	102	53	54	50	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.0938187890281838
8	7	3240	2661	380	0.0931972742884729	0.32908976929065	0.0948062136137587	0.326989619966443	0.010623109850402	-0.00291235577746762	0.0194538727160456	0.0382678543134864	138.830106131335	128.486948148458	97.5051181679261	54.0468939316152	54.5500667419653	50.8176506828216	150	138	103	54	54	51	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.0931972742884729
9	7	3624	2647	380	0.0676646201850134	0.245451602014315	0.0667657123852538	0.319887640991259	0.01707570439149	0.000730784828384094	0.0180755035546321	0.0342860685721371	133.978950322762	124.283019927028	95.9192815043503	54.9664935041221	55.3703882918991	52.2108444184751	149	136	103	55	55	52	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.0676646201850134
10	7	4014	2664	380	0.0529362132313763	0.196030614283451	0.0517734434855068	0.326879816523582	0.0225382172468039	0.000730784828384094	0.0213451999264239	0.0281962786147795	131.596007871802	122.223256958111	95.0980461062693	55.1018636733645	55.3415877640204	52.5744141210745	151	138	105	55	55	53	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.0529362132313763
11	7	4420	2601	380	0.039204335189219	0.172629011924691	0.0412838010013091	0.300601369353698	0.0241472830866367	-0.00319078379906689	0.0269701674300969	0.0235393804120942	125.045173390798	115.864878885829	89.1848836745281	54.0606151437944	54.2674476694809	51.9792259912408	144	131	99	54	54	52	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.039204335189219
12	7	4806	2665	380	0.0357470980408072	0.191242826930098	0.0417926578208801	0.287040584321912	0.0251242164581484	-0.00711235242651787	0.029411602280357	0.0237253807840949	119.250063038075	110.388782824826	86.4675263859371	52.9561839863714	52.9452129471891	50.5855621805792	139	127	97	53	53	51	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	HIS3	HIS3		4.00833333333333	0.0357470980408072
1	8	529	3052	380	0.118494151796598	0.50922079621937	0.123719331288914	0.261385683079188	0.00422349628662955	-0.0149554896814198	0.0335478165504535	0.036249405832145	127.989015002909	116.407486573141	87.1935226396461	52.7723393503832	52.1710648213133	47.9596165183459	134	121	90	51	51	47	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.118494151796598
2	8	883	3057	380	0.093066529638006	0.381534985292193	0.098478650702475	0.274726861225251	0.00392972901336005	-0.0110339210539688	0.0287050358835976	0.0339209567308024	131.291239347104	120.371912465694	92.0152932254803	52.7892555999866	52.734798445036	49.253138331644	136	124	94	52	52	49	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.093066529638006
3	8	1271	3056	380	0.0910299454842759	0.354874931972086	0.0937696102395223	0.276558245023888	0.0033812290793801	-0.00593980424464746	0.0290324155995007	0.0325293983921301	132.633206506969	122.045812788756	93.5684280001553	53.8320074321655	53.9291274680449	50.4435806806411	137	125	95	53	54	50	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0910299454842759
4	8	1690	3046	380	0.0911815852279249	0.355405377477422	0.0937701107190832	0.279542564972571	0.00338987777552317	-0.00570450474154544	0.0305853306631243	0.0317165078774602	132.251458587738	122.040452792154	93.718284196856	53.7545046489259	54.0379395105269	50.6032275301913	137	126	96	53	54	51	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0911815852279249
5	8	2078	3043	380	0.0846847403850967	0.33757000847335	0.0886080611472524	0.280993526216443	0.00426818465846114	-0.00711235242651787	0.0248193604617373	0.0343136241828039	131.723174564303	121.765050406106	93.4979184523081	53.2122734221446	53.5384103412057	50.3321477968781	137	127	96	53	53	50	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0846847403850967
6	8	2465	3041	380	0.0874917285973915	0.336371339409345	0.0896779009958076	0.29041316565425	0.00578314136137155	-0.00570450474154544	0.0238988493347591	0.0349060698121396	132.904952076677	122.846194806259	94.038051937413	53.912397620753	54.2248450686681	50.8405219395223	140	129	97	54	54	51	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0874917285973915
7	8	2852	3039	380	0.0765960253726935	0.300631712374536	0.0770003293286587	0.28440138227879	0.00916934744819596	-0.00319078379906689	0.0152230832977543	0.0413471938054987	129.873991750687	120.102818515124	92.6817598533456	54.6960136326474	54.884496803617	51.4642684764728	139	127	97	54	54	51	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0765960253726935
8	8	3209	3038	380	0.0638876690530402	0.255647177961023	0.0651058007946906	0.291307270854924	0.0128722674530845	-0.00319078379906689	0.0136266495287857	0.0403000806001612	129.369253570466	119.736108865535	92.632713554298	54.3837354582558	54.5742195814939	51.5134982554534	140	129	98	54	54	51	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0638876690530402
9	8	3623	3030	380	0.0744328254826387	0.288906800035822	0.0749898562572235	0.306032720360898	0.0167838212198799	-0.00178293611409446	0.0153417229813373	0.0403758585294948	130.84574848586	120.850803567171	93.9667843006343	54.6482566869787	54.7196748786608	51.9791131821396	145	132	101	55	55	52	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0744328254826387
10	8	4026	2999	380	0.0391992659967782	0.167241890039336	0.0384504792856611	0.286424907142837	0.0238319756474395	0.000730784828384094	0.0219274040210738	0.0256956069467695	121.920212546855	113.272686081476	90.0642995427771	55.074459812713	55.0651533701731	52.8458604943582	139	127	98	55	55	53	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0391992659967782
11	8	4380	3151	380	0.036349472449181	0.249082053719663	0.0351082002009275	0.100009208661296	0.014546905605411	-0.00206136413569372	0.00696469476067189	0.0556416668388892	95.566059131012	90.3572752164173	78.1931023038416	55.420654287916	55.1535906939195	53.1687094051594	84	80	72	54	54	53	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.036349472449181
12	8	4788	3028	380	0.0202366549849252	0.144515400141911	0.0274493721550684	0.233311186679066	0.0256979167718363	-0.00986137287209844	0.0337934143768232	0.019240705148077	111.016350462389	102.974401754219	82.286776623129	52.9124276269699	52.5779776619988	50.4527914448838	124	114	89	53	52	50	K000134_027_078	K000134_027_078_2012-05-07_12-22-00	2012-05-07_12-22-00	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	23	ConorLib	RAD52	RAD52		4.00833333333333	0.0202366549849252
1	1	513	342	380	0.0817588310624819	0.362721392109451	0.0850851386092177	0.279585678531471	0.00860419508355041	-0.0107554930323696	0.0147527297598492	0.0461349811588512	124.939015820561	114.084401648529	88.4017624826696	54.6382475029187	53.2762896181952	49.5144419942059	138	126	95	53	52	49	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.0817588310624819
2	1	900	340	380	0.121351815424578	0.503075895040679	0.121829201395456	0.295271982960469	0.0109448468780659	-0.00570450474154544	0.021208286696527	0.0453152017415146	126.197118873841	116.041765374451	92.0104755775261	55.1590650733357	54.5136690049075	51.3034352732415	142	130	100	54	54	51	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.121351815424578
3	1	1287	337	380	0.120250227816128	0.520139706946081	0.117715453580919	0.290346445851094	0.0117684987344023	0.00213863251335652	0.024666998091725	0.0427249743388376	121.116841491841	112.164057533376	89.839942254715	56.5081183513502	56.2152547482665	52.9680577687813	140	128	99	56	56	53	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.120250227816128
4	1	1675	335	380	0.123839228449509	0.528068833915446	0.119471117272613	0.288515091971652	0.0119119792950987	0.0060602011408075	0.0242314928095083	0.0434345313135071	120.798656317266	112.250525079903	90.0648229078338	57.4534931246898	57.2759028406271	53.9152191048959	139	128	99	57	57	54	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.123839228449509
5	1	2062	333	380	0.11652188153005	0.509482574520705	0.111789286310481	0.284915094843894	0.0124869860504008	0.00840529750454831	0.0237235264816979	0.0431176417908391	118.831388509539	110.524047757481	88.8496153170085	57.5402224594124	57.3749789337678	54.0552075726083	138	127	98	57	57	54	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.11652188153005
6	1	2449	331	380	0.122915076431333	0.521731043462087	0.117566807293494	0.287385702227473	0.0127919940625032	0.00857392208328605	0.0210436910154031	0.0463278704335186	120.530243612597	112.07428533703	89.6593648907374	57.913677872843	57.7997724195546	54.320571543802	139	128	98	57	57	54	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.122915076431333
7	1	2836	330	380	0.122757640183728	0.52239237811809	0.116311108119103	0.273722952581716	0.0146397099516489	0.012495490710737	0.0201726967225453	0.0473474280281894	119.714562645884	111.345505136422	89.5364033179043	58.5256454637242	58.3653541035627	54.9815231501514	135	124	96	58	58	55	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.122757640183728
8	1	3223	334	380	0.114070008212535	0.518231480907406	0.105815197379002	0.209460203414666	0.0163452613561916	0.016417059338188	0.0142285885352807	0.0561514456362246	114.313557632233	106.597112738777	86.8475015619392	59.4646666857323	59.2785054479938	55.9517688105928	115	108	87	59	59	56	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.114070008212535
9	1	3605	306	380	0.117667169432232	0.533573067146134	0.107891536736611	0.198226862422019	0.0159902973620389	0.020338627965639	0.00962314024107111	0.0692816941189438	113.7722131846	105.930358664498	87.2728070854959	60.5245986382501	60.1450662413044	57.2637836560474	112	105	86	60	60	57	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.117667169432232
10	1	3998	322	380	0.0698799323362459	0.364312728625457	0.0549781321418066	0.0868366550939708	0.0142475707484078	0.0217464756506114	0.0304198273229621	0.0321987310641288	99.1372248695258	92.6708645336964	79.1900007563724	61.2349447858079	60.6847860246865	58.1767504361867	81	76	70	61	60	58	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.0698799323362459
11	1	4385	320	380	0.10759476354148	0.495566991133982	0.100983966185693	0.208542551808125	0.0191628075928902	0.012495490710737	0.0130654494611777	0.0573018923815625	114.714611396083	106.275032319947	86.5356075454912	58.747896864416	58.0350021850759	55.2224543865399	116	107	86	58	58	55	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.10759476354148
12	1	4772	317	380	0.127959832554471	0.562844014576918	0.123416581850578	0.256013153207865	0.0146348768504806	0.00582490163770548	0.00654369505906391	0.0862903948030118	120.178696008714	110.185525623294	86.7365702605779	58.8510983642724	57.1382646790003	53.5014025024426	131	119	92	57	56	53	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.127959832554471
1	2	488	718	380	0.101882758925081	0.397207238858922	0.110392279785867	0.30043274477496	0.00471270133955474	-0.0149554896814198	0.0260592209007869	0.0363251837614786	138.270001214034	125.179052706429	93.269290136839	51.8527005097026	51.1693218440721	47.767628168499	145	131	96	51	51	48	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.101882758925081
2	2	886	719	380	0.0841839775899167	0.309518396814571	0.0897493909124931	0.306993545364728	0.00371958996462581	-0.00962607336899642	0.0227203991796114	0.0343411797934707	140.942777654129	128.277030937013	97.246694858669	53.0272370823398	52.799513124682	49.8407279185082	146	132	99	53	53	50	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.0841839775899167
3	2	1270	718	380	0.086691553412352	0.298909486707862	0.0873384736472335	0.307550401407926	0.00366854876302457	-0.00201823561719648	0.0232856448805513	0.0333354000041333	141.090850426366	129.064070062226	97.784374279788	54.7461162806693	54.6827583496281	51.6007408790323	146	133	100	54	54	52	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.086691553412352
4	2	1677	722	380	0.0877221668932501	0.294528144611845	0.0853986313950537	0.308326864336848	0.00394541744082174	0.00213863251335652	0.0231543889475549	0.0331838441454661	140.324694765402	128.524325209337	97.5631987650278	55.7155370238363	55.8589647192087	52.4329586844649	146	133	100	55	56	52	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.0877221668932501
5	2	2064	720	380	0.0890202703555213	0.293005697122505	0.0856140545565462	0.311150398535683	0.00426785195474282	0.00465235345583508	0.0223338185485363	0.0337005118454681	140.563186231867	129.295182564127	97.9829779230245	56.0459231398839	56.2875531044159	52.7691663093892	146	134	101	56	56	53	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.0890202703555213
6	2	2446	711	380	0.0858715555276606	0.276878775979774	0.0809892702803974	0.315393538662828	0.00588331385837406	0.0060602011408075	0.0150814298033601	0.0398660797321595	140.334618829618	129.403139928344	98.7325089570064	56.4689765549829	56.8010269698673	53.3412436052549	148	135	102	56	57	53	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.0858715555276606
7	2	2839	716	380	0.0788463771473894	0.246760493520987	0.0711148401749946	0.320040587912215	0.00931483722584804	0.00974647026515646	0.00835038857286586	0.050578323378869	138.59472361809	128.406895589056	98.7753768844221	57.361840480698	57.6965090862531	54.2458364200071	148	137	104	57	58	54	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.0788463771473894
8	2	3226	713	380	0.0588196127862042	0.168027224943339	0.0477219507895111	0.3181857175461	0.0134239857452855	0.012495490710737	0.00868693516690005	0.0409200818401637	136.861670288221	127.38751998688	99.2184412283219	58.1781319864205	58.4164030802352	55.2754160801524	147	136	105	58	58	55	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.0588196127862042
9	2	3614	730	380	0.0643937537207991	0.177017242923375	0.0516530399244776	0.334444525756884	0.0154268456413127	0.016417059338188	0.0137558624610212	0.0333767334201335	139.355386052304	129.271326276463	100.388309464508	58.7611099485205	58.9103754237643	55.9945507052275	152	140	107	59	59	56	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.0643937537207991
10	2	3996	725	380	0.0587510585433478	0.147381183651256	0.0439200436840981	0.35024060370955	0.0172667803109725	0.016417059338188	0.0226528788845322	0.0237322696867616	141.251752827896	130.783397214172	101.511405066841	59.2906186624868	59.3084101577965	56.8364588298981	157	144	109	59	59	57	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.0587510585433478
11	2	4361	741	380	0.0512330096581198	0.143089397289906	0.0390007029520192	0.3181857175461	0.0193504756028407	0.0136680388926074	0.0153175001238736	0.0284373902081137	134.073901112127	124.095421501131	97.8666409898416	58.6533804968245	58.4500924511617	55.9489669587587	148	135	105	58	58	56	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.0512330096581198
12	2	4775	705	380	0.0516814914716805	0.17004567342468	0.0451491670361456	0.324130781118404	0.0201052766947492	0.00857392208328605	0.0245026758251711	0.024510715688098	133.168368173716	122.257535245503	93.9359099011505	57.2571860189082	56.7493712492841	54.0429791578476	151	137	104	57	57	54	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	RAD52	RAD52		4.1749537037037	0.0516814914716805
1	3	517	1116	380	0.126659131447164	0.451732903465807	0.132336679073609	0.315393538662828	0.00522063742124684	-0.0139947095563815	0.0262201609669393	0.0386191883494878	141.547351084271	129.141397505109	97.8956141153506	52.8808473745712	52.2062648422481	48.1452749820951	148	135	102	51	51	48	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.126659131447164
2	3	883	1113	380	0.107498156364544	0.367998291552139	0.113767039470581	0.328052349745855	0.00477399638531656	-0.0110339210539688	0.0230804768503076	0.0371518520814819	145.231340908665	133.387315374679	102.601995544656	52.5343463190251	52.3650563536875	49.2124871923437	151	138	106	52	52	49	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.107498156364544
3	3	1275	1106	380	0.112198774210505	0.368494292544141	0.115018793630125	0.330566100607528	0.00460149657679188	-0.00570450474154544	0.0232147813142081	0.0370691852494816	145.741564001421	134.346731225814	102.991250864631	53.7526235409621	53.8934111486855	50.3462092287553	151	139	106	53	54	50	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.112198774210505
4	3	1667	1105	380	0.11269230442678	0.363982061297456	0.113600206858204	0.331079813172632	0.00457452965588036	-0.0019515606928322	0.0229646442771572	0.0370416296388148	145.745003406768	134.390699523052	102.693296237414	54.4399350121852	54.7358137015976	51.0015705388573	151	139	105	54	55	51	K000134_027_078	K000134_027_078_2012-05-07_16-21-56	2012-05-07_16-21-56	2012-05-03_12-10-00	27	CSM	PlateTest2	1	5	24	ConorLib	HIS3	HIS3		4.1749537037037	0.11269230442678
