Column	Row	x	y	Diameter	Intensity	Area	Trimmed	FeatureMedian	FeatureVariance	BackgroundMedian	Circularity	Perimeter	redMean	greenMean	blueMean	redMeanBack	greenMeanBack	blueMeanBack	redMedian	greenMedian	blueMedian	redMedianBack	greenMedianBack	blueMedianBack	Barcode	Filename	Date.Time	Inoc.Time	Treatments	Medium	Screen.Name	RepQuad	MasterPlate.Number	Timeseries.order	Library.Name	ORF	Gene	ScreenID	Client	ExptDate	User	PI	Condition	Inoc	Expt.Time	Growth
16	14	3134	2727.5	174	0.00493305535408	0.641175510204	0.00409046769191	0.00438839806587	6.01206169859e-05	0.000466829438416	0.0774437628804	0.0582857142857	83.7843756366	85.3459462212	84.7555510287	80.6141596142	82.3852943853	82.1985621986	84	85	85	81	82	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YMR190C	SGS1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00493305535408
17	14	3308	2727.5	174	0.00265637887868	0	0	0	0	0.000466829438416	0	0.024293877551	NA	NA	NA	80.8786938776	82.3716244898	82.1932408163	NA	NA	NA	81	82	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00265637887868
18	14	3480	2712.5	174	0.00526027170679	0.72613877551	0.00454967811208	0.00438839806587	4.96712633973e-05	0.000466829438416	0.0965821708509	0.0555428571429	82.6741163774	83.8053332134	83.5332314057	80.1839751997	81.5642065101	81.7200429236	83	84	84	80	82	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YPR074C	TKL1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00526027170679
19	14	3657	2727.5	174	0.00229609698378	0	0	0	0	0.000231514975716	0	0.0122775510204	NA	NA	NA	79.4531265306	80.3598040816	81.0829061224	NA	NA	NA	79	80	81	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00229609698378
20	14	3826	2714.5	174	0.00403036777828	0.0365387755102	0.000218050619148	0.00438839806587	2.88541870574e-05	0.00325897840249	0.00604644717763	0.0497959183673	81.2636282395	81.4807864164	82.0142984808	80.5398563004	80.8871754897	81.5370433132	81	81	82	80	81	81	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YMR284W	YKU70	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00403036777828
21	14	4005	2727.5	174	0.0027742038234	0	0	0	0	0.000231514975716	0	0.0219755102041	NA	NA	NA	77.7320816327	77.9521632653	78.9164408163	NA	NA	NA	77	78	79	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.0027742038234
22	14	4174	2711.5	174	0.00826191043328	0.674253061224	0.00689348897049	0.00718054702994	0.000143541550427	0.000231514975716	0.0370060666569	0.0864653061224	80.4307714659	79.9907501574	80.5299045959	77.0513231756	77.0127305533	78.0831996792	80	80	81	76	76	78	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00826191043328
23	14	4353	2727.5	174	0.00211986860093	0.00610612244898	1.01929373027e-05	0	9.04810191396e-06	0.000231514975716	0.014397554804	0.0131918367347	74.9625668449	74.550802139	76.2887700535	74.7172613181	74.7339509823	76.0652473881	75	75	76	75	75	76	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00211986860093
24	14	4522	2712.5	174	0.00802936635965	0.680489795918	0.0073933027253	0.00997269599402	8.99553724964e-05	0.000231514975716	0.0377177988043	0.0860408163265	77.6910268714	76.976487524	78.0859884837	73.6039856924	73.4278998467	75.0031681145	78	77	78	73	73	75	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00802936635965
1	15	513	2904.5	174	0.00176590048126	0	0	0	0	0	0	0.0081306122449	NA	NA	NA	77.7654204082	78.5017469388	78.6106122449	NA	NA	NA	78	78	79	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00176590048126
2	15	697	2904.5	174	0.0024094467644	0.0716081632653	0.000276580924052	0.000466829438416	5.98391964846e-05	0.000466829438416	0.083642058169	0.0187428571429	79.6014591883	80.5166438668	80.3511171911	79.0009144626	79.8691966798	79.7106077659	79	80	80	79	80	80	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YPL178W	CBC2	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.0024094467644
3	15	871	2906.5	174	0.00210991865726	0	0	0	0	0.000466829438416	0	0.0103836734694	NA	NA	NA	79.8923755102	80.9938612245	80.896555102	NA	NA	NA	80	81	81	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00210991865726
4	15	1045	2904.5	174	0.00212986313039	0.0476408163265	0.000112572109909	0.000466829438416	9.34886848322e-06	0.000466829438416	0.227315199444	0.00927346938776	81.0664838931	82.9883481837	82.9643591501	81.3822601659	82.5044572447	82.4959541932	81	83	83	81	83	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YBR274W	CHK1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00212986313039
5	15	1219	2904.5	174	0.00252766219568	0	0	0	0	0.000466829438416	0	0.0143673469388	NA	NA	NA	83.0476081633	84.3947102041	84.1071673469	NA	NA	NA	83	84	84	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00252766219568
6	15	1393	2904.5	174	0.00390331966907	0.0958693877551	0.000670286786243	0.00438839806587	5.19465996388e-05	0.00298055038089	0.0160958592214	0.0494367346939	85.833106267	87.2299046322	86.7125340599	84.7927696919	86.3881324714	85.796597927	85	87	87	85	86	86	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YLR233C	EST1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00390331966907
7	15	1568	2904.5	174	0.00203742814968	0.00940408163265	2.38947423061e-05	0.000466829438416	7.72842569521e-06	0.000466829438416	0.0761534116854	0.00711836734694	83.2847222222	85.1180555556	84.6631944444	83.2985792926	85.0204700531	84.8232850974	83	85	85	83	85	85	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00203742814968
8	15	1729	2882.5	174	0.00757155448888	0.674971428571	0.00688008549102	0.00830996669332	0.000101581531772	0.000466829438416	0.037497264058	0.0859428571429	86.6160321223	88.4949446084	87.3798558367	82.7369901547	84.956098051	84.4305806711	87	88	87	83	85	84	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YMR073C	IRC21	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00757155448888
9	15	1916	2904.5	174	0.00200742485531	0.0236081632653	5.92835900095e-05	0.000466829438416	1.36529476908e-05	0.000466829438416	0.179466389218	0.00734693877551	81.7828492393	84.2669432918	83.5283540802	81.9224132165	84.3370008695	83.9444184335	82	84	83	82	84	84	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00200742485531
10	15	2085	2883.5	174	0.00580946021559	0.837093877551	0.00542437617882	0.00438839806587	5.26122332025e-05	0.000466829438416	0.0857733912989	0.0632816326531	84.5631533781	86.4262365424	85.6171399594	81.5474042894	83.7470434957	83.1673682101	85	87	86	82	84	83	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YML061C	PIF1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00580946021559
11	15	2264	2904.5	174	0.00223504314509	0.00780408163265	1.05638337409e-05	0	6.73838367375e-06	0.000466829438416	0.0165496405962	0.0139102040816	80.7615062762	83.1882845188	82.9581589958	81.1093266636	83.1528993615	82.8813927467	81	83	83	81	83	83	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00223504314509
12	15	2429	2884.5	174	0.0056927927527	0.732865306122	0.00497288097416	0.00438839806587	7.26713623722e-05	0.000466829438416	0.0648158940415	0.0681142857143	84.0731153092	85.7065585457	85.006326858	81.2760053783	83.1329910769	82.9152915292	84	86	85	81	83	83	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YIL160C	POT1	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.0056927927527
13	15	2612	2904.5	174	0.00273039509653	0	0	0	0	0.000466829438416	0	0.0195265306122	NA	NA	NA	81.0188408163	82.7983673469	82.7641142857	NA	NA	NA	81	83	83	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00273039509653
14	15	2779	2886.5	174	0.00644647225054	0.58853877551	0.00508295816282	0.00741583157345	5.21179188164e-05	0.000466829438416	0.0668998889276	0.0600816326531	84.3337217044	85.4634931203	84.8999112295	81.2010951512	82.7707324815	82.5646377272	84	85	85	81	83	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YMR224C	MRE11	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00644647225054
15	15	2960	2904.5	174	0.0025644419544	0	0	0	0	0.000466829438416	0	0.0192979591837	NA	NA	NA	80.5213387755	82.0871183673	82.2471836735	NA	NA	NA	80	82	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.0025644419544
16	15	3129	2887.5	174	0.00521868893229	0.663248979592	0.00443670303912	0.00438839806587	5.07354116935e-05	0.000466829438416	0.12517169609	0.0466285714286	82.8075521859	84.0263883419	83.8583103584	79.9696499564	81.5653059246	81.9318336081	83	84	84	80	82	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YLR398C	SKI2	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00521868893229
17	15	3308	2904.5	174	0.0022067447657	0.0115918367347	3.1660640049e-05	0.000466829438416	9.62940039795e-06	0.000466829438416	0.0581404888386	0.00904489795918	80.1915492958	81.6507042254	81.4704225352	79.8384208788	81.2267591675	81.6905517014	80	82	81	80	81	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.0022067447657
18	15	3478	2885.5	174	0.00553542794875	0.798432653061	0.00501337809646	0.00325897840249	7.49409369955e-05	0.000466829438416	0.0590055646911	0.0745142857143	82.6381891052	83.402707345	83.6693113038	79.8362222582	80.9015065608	81.531346185	83	83	84	80	81	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YJR014W	TMA22	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00553542794875
19	15	3657	2904.5	174	0.00483107064	0.0143020408163	0.00218824539397	0.0989080094993	0.021059444391	0.000231514975716	0.00523885337688	0.0334693877551	124.742009132	118.52283105	108.678082192	79.3703581012	79.9527611223	81.0089773744	111	105	94	79	80	81	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00483107064
20	15	3821	2904.5	174	0.00428450172083	0.0540734693878	0.000308323973563	0.00415308360317	2.79475894682e-05	0.00325897840249	0.00797857153328	0.0527346938776	80.7910628019	80.8055555556	81.8725845411	80.6976423073	80.8164589734	81.6667126929	81	81	82	80	81	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YMR106C	YKU80	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00428450172083
21	15	4005	2904.5	174	0.00207908469152	0.0130612244898	4.18526359809e-05	0.00298055038089	1.72595471399e-05	0.000231514975716	0.037729767279	0.0119183673469	76.2425	76.52	77.9525	76.8614061208	77.0429114971	78.518974359	76	76	78	77	77	78	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00207908469152
22	15	4172	2890.5	174	0.00548732585572	0.780244897959	0.00502377814975	0.00415308360317	5.66758883877e-05	0.000231514975716	0.0848670893806	0.0614204081633	78.1391922996	77.8474576271	79.0608495501	74.9491827637	75.114858841	76.7943536404	78	78	79	75	75	77	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YOR368W	RAD17	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00548732585572
23	15	4353	2904.5	174	0.00203038958229	0.0013387755102	1.16661519813e-06	0	3.4074461303e-06	0.000231514975716	0.00278648564191	0.0140408163265	72.243902439	72.1463414634	72.9268292683	74.2546102537	74.1934344755	75.7125948208	72	72	73	74	74	76	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00203038958229
24	15	4523	2887.5	174	0.00655219370843	0.689567346939	0.00594902654636	0.00605112736657	9.51184260199e-05	0	0.0356855482758	0.0890448979592	75.8528269723	74.9234302491	76.0249076617	72.3456400547	72.0891974335	73.6983275481	76	75	76	71	71	73	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00655219370843
1	16	523	3080.5	174	0.0037255405274	0.0746775510204	0.000210634474999	0.00298055038089	1.16388116978e-05	0.00298055038089	0.0278961290932	0.0331428571429	79.1779623962	79.6751202449	80.1644075208	81.4821441174	81.3917707672	81.2291622556	79	80	80	81	81	81	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.0037255405274
2	16	683	3057.5	174	0.00866400439254	0.85253877551	0.00833695023297	0.00718054702994	0.00010471194504	0.000231514975716	0.0461614893179	0.0870530612245	83.3855375541	83.9751043701	83.9811559232	79.6722763508	80.5310008857	80.939105403	84	84	84	79	80	81	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00866400439254
3	16	871	3080.5	174	0.00235823244783	0.0127020408163	3.90339566204e-05	0.00298055038089	8.14195691281e-06	0.000231514975716	0.0308598152129	0.0129959183673	79.6503856041	81.1233933162	82.7789203085	79.8324183093	81.2360100542	82.5916126472	80	81	83	79	81	82	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00235823244783
4	16	1034	3060.5	174	0.00697098566354	0.763624489796	0.00650957129033	0.00690211900835	8.5781628427e-05	0	0.0546939067826	0.0756897959184	84.6160095784	85.721927649	86.2206020696	81.0685177511	82.6419394944	83.8463876226	85	86	86	81	83	84	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00697098566354
5	16	1219	3080.5	174	0.0022984490343	0.0135510204082	4.6758909479e-05	0.00325897840249	9.58935755451e-06	0.000466829438416	0.0416151473472	0.0115591836735	85.2409638554	86.4987951807	86.4048192771	84.5129427342	85.7576299239	86.2214167494	85	86	86	85	86	86	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.0022984490343
6	16	1382	3061.5	174	0.00681503935416	0.731265306122	0.00622870683452	0.00718054702994	7.76287522901e-05	0.000466829438416	0.0649231346468	0.0679836734694	88.8840812681	89.8232194686	89.4733645903	85.5218712029	86.9990279465	87.052855407	89	90	90	85	87	87	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00681503935416
7	16	1568	3080.5	174	0.00196050997294	0.0078693877551	1.88519912835e-05	0.0029374069028	6.98464248988e-06	0.000466829438416	0.0525780437163	0.00783673469388	84.5394190871	86.356846473	87.356846473	85.5918904687	87.1435624013	87.3355713533	85	86	87	86	87	87	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00196050997294
8	16	1731	3064.5	174	0.00714789685559	0.720881632653	0.00661414846637	0.00741583157345	7.23615267488e-05	0.000231514975716	0.0641243907298	0.0679183673469	87.9766272591	89.572043303	89.2646645831	84.4837388863	86.4250116986	86.8199578849	88	90	89	85	86	87	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00714789685559
9	16	1916	3080.5	174	0.00175501587918	0.000979591836735	2.18501279973e-06	0.000115757487858	7.3344933496e-06	0	0.0167551608191	0.00489795918367	81.9	83.7	84.9333333333	83.3517895081	85.0487988233	85.8675273738	82	84	85	83	85	86	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00175501587918
10	16	2082	3063.5	174	0.00620715816412	0.689795918367	0.00555377697732	0.00690211900835	5.31972622564e-05	0.000231514975716	0.0876815230639	0.0568163265306	84.9072189349	86.4862485207	86.6785325444	81.8123157895	83.5031578947	84.4593684211	85	87	87	82	83	85	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	YOR202W	HIS3	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00620715816412
11	16	2264	3080.5	174	0.00189061149809	0.00617142857143	1.39422300868e-05	0.0029374069028	6.98955473631e-06	0	0.0518613862808	0.00698775510204	79.6825396825	82.0264550265	83.6084656085	80.6099356026	82.36617821	83.5244775923	80	82	84	81	82	84	K000343_027_001	K000343_027_001_2015-02-19_19-38-16	2015-02-19_19-38-16	2015-02-19_10-01-07	27	SDM_rhlk_CTGN	cdc13-1_RAD57_NATMX	1	2	3	MQ_KAN_V2_384	EMPTY	EMPTY	MQFQFA0173	EMH	2015/01/12'	EMH	DAL	SDM_rhlk_CTGN	CONC	0.400798611111111	0.00189061149809
